"CUSTOMER_ID";"CITY";"STATE_PROVINCE";"COUNTRY";"BIRTHDATE";"MARITAL_STATUS";"YEARLY_INCOME";"GENDER";"MEMBER_CARD";"OCCUPATION";"FULLNAME";"POPULATION"
4932;"Camacho";"Zacatecas";"Mexico";15-APR-63;"S";"$50K - $70K";"F";"Bronze";"Professional";"Zelda Stone";126000000
4933;"Victoria";"BC";"Canada";10-MAY-29;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Dianne Waite";38000000
4934;"La Mesa";"CA";"USA";01-NOV-65;"S";"$10K - $30K";"M";"Normal";"Manual";"Fred Parker";328000000
4935;"Colma";"CA";"USA";06-SEP-46;"M";"$110K - $130K";"M";"Bronze";"Professional";"Jose Ogden";328000000
4936;"Santa Anita";"DF";"Mexico";27-SEP-37;"S";"$70K - $90K";"M";"Silver";"Management";"Charles Adams";126000000
4937;"Burnaby";"BC";"Canada";05-MAR-58;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Dorothy Weir";38000000
4938;"Salem";"OR";"USA";20-AUG-29;"S";"$30K - $50K";"F";"Normal";"Skilled Manual";"Brian Ball";328000000
4939;"Bellingham";"WA";"USA";19-NOV-47;"S";"$50K - $70K";"F";"Silver";"Professional";"Mike Ramer";328000000
4940;"Sedro Woolley";"WA";"USA";14-MAY-49;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Cheryl Lyons";328000000
4941;"Port Hammond";"BC";"Canada";19-JAN-43;"S";"$10K - $30K";"M";"Normal";"Manual";"Larry West";38000000
4942;"Lake Oswego";"OR";"USA";04-MAY-20;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Billie Moncivaiz";328000000
4943;"El Cajon";"CA";"USA";07-JUN-17;"M";"$70K - $90K";"F";"Golden";"Management";"Virginia Purcell";328000000
4944;"Ladner";"BC";"Canada";21-MAR-17;"M";"$30K - $50K";"M";"Golden";"Manual";"Mathew Brener";38000000
4945;"Palo Alto";"CA";"USA";25-DEC-55;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"John Tucker";328000000
4946;"La Mesa";"CA";"USA";17-MAY-48;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Elena Santos";328000000
4947;"Camacho";"Zacatecas";"Mexico";25-APR-24;"M";"$10K - $30K";"M";"Normal";"Manual";"Sarah Smith";126000000
4948;"Woodburn";"OR";"USA";14-JUN-36;"M";"$10K - $30K";"M";"Normal";"Manual";"Jacquie Richardson";328000000
4949;"Seattle";"WA";"USA";18-JUN-46;"M";"$130K - $150K";"F";"Bronze";"Professional";"Debby Wise";328000000
4950;"San Gabriel";"CA";"USA";06-SEP-44;"M";"$130K - $150K";"M";"Normal";"Professional";"Edna Leonguerrero";328000000
4951;"Renton";"WA";"USA";08-MAR-57;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Nellie Kuhn";328000000
4952;"Palo Alto";"CA";"USA";07-APR-26;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"Conrad Weiss";328000000
4953;"Hidalgo";"Zacatecas";"Mexico";09-JUN-79;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Estela Dvorak";126000000
4954;"Lake Oswego";"OR";"USA";22-AUG-12;"M";"$30K - $50K";"F";"Golden";"Manual";"Betty Brekle";328000000
4955;"La Mesa";"CA";"USA";01-OCT-74;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Leslie Teague";328000000
4956;"Camacho";"Zacatecas";"Mexico";21-JAN-38;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Carolyn Arellano";126000000
4957;"Redwood City";"CA";"USA";23-MAY-64;"S";"$130K - $150K";"M";"Normal";"Professional";"Renato Huff";328000000
4958;"Yakima";"WA";"USA";16-AUG-15;"S";"$90K - $110K";"M";"Bronze";"Professional";"Tamara Heritage";328000000
4959;"Albany";"OR";"USA";17-MAY-44;"S";"$70K - $90K";"F";"Bronze";"Professional";"Dwain Waterhouse";328000000
4960;"Tixapan";"DF";"Mexico";28-SEP-76;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Dianne Parr";126000000
4961;"Salem";"OR";"USA";13-JUL-18;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Connie Bradley";328000000
4962;"Portland";"OR";"USA";03-AUG-43;"M";"$30K - $50K";"F";"Bronze";"Professional";"James Solano";328000000
4963;"National City";"CA";"USA";24-NOV-39;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Marilynn Williams";328000000
4964;"Anacortes";"WA";"USA";21-FEB-25;"M";"$30K - $50K";"F";"Bronze";"Manual";"David Thompson";328000000
4965;"La Cruz";"Sinaloa";"Mexico";22-SEP-67;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Gloria Barnum";126000000
4966;"Fremont";"CA";"USA";08-SEP-27;"S";"$10K - $30K";"F";"Normal";"Manual";"Lavar Schott";328000000
4967;"Bellflower";"CA";"USA";18-FEB-14;"M";"$30K - $50K";"F";"Bronze";"Manual";"Joanne Pershing";328000000
4968;"Spring Valley";"CA";"USA";06-JUN-69;"M";"$30K - $50K";"M";"Bronze";"Manual";"Randall Conyers";328000000
4969;"Tixapan";"DF";"Mexico";06-MAY-14;"S";"$130K - $150K";"M";"Silver";"Management";"Sue Suro";126000000
4970;"San Jose";"CA";"USA";27-JUN-61;"M";"$110K - $130K";"F";"Bronze";"Professional";"Martha Mapes";328000000
4971;"Haney";"BC";"Canada";03-MAY-15;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Ryan Puckett";38000000
4972;"Ladner";"BC";"Canada";21-MAR-11;"M";"$70K - $90K";"M";"Bronze";"Professional";"Bruno Balestrieri";38000000
4973;"Olympia";"WA";"USA";20-MAR-69;"S";"$50K - $70K";"M";"Normal";"Skilled Manual";"Beverly Christensen";328000000
4974;"Altadena";"CA";"USA";10-MAR-52;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"Mary Dinna Novak";328000000
4975;"Colma";"CA";"USA";19-OCT-55;"M";"$30K - $50K";"F";"Normal";"Skilled Manual";"Penny Ross";328000000
4976;"San Jose";"CA";"USA";27-NOV-49;"S";"$50K - $70K";"M";"Bronze";"Professional";"Chris Cedeno";328000000
4977;"Burnaby";"BC";"Canada";10-MAY-23;"M";"$130K - $150K";"M";"Bronze";"Professional";"James Cavallo";38000000
4978;"Westminster";"BC";"Canada";26-MAR-50;"M";"$90K - $110K";"M";"Bronze";"Professional";"Monica Beeler";38000000
4979;"Bellingham";"WA";"USA";01-JUN-20;"M";"$10K - $30K";"M";"Bronze";"Skilled Manual";"Jim Jones";328000000
4980;"Lemon Grove";"CA";"USA";23-APR-38;"M";"$30K - $50K";"F";"Bronze";"Manual";"Philomina Blackman";328000000
4981;"Guadalajara";"Jalisco";"Mexico";21-AUG-42;"S";"$10K - $30K";"F";"Normal";"Manual";"Judith Adams";126000000
4982;"National City";"CA";"USA";15-JUL-46;"S";"$50K - $70K";"F";"Bronze";"Professional";"Verdeen Smith";328000000
4983;"La Cruz";"Sinaloa";"Mexico";22-JUL-65;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Lenora Cortessis";126000000
4984;"Shawnee";"BC";"Canada";08-AUG-12;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Warren Barrows";38000000
4985;"Yakima";"WA";"USA";16-JUN-71;"S";"$70K - $90K";"M";"Bronze";"Management";"Mary Craig";328000000
4986;"Issaquah";"WA";"USA";23-NOV-68;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Jean St. Peter";328000000
4987;"Lynnwood";"WA";"USA";08-OCT-66;"S";"$10K - $30K";"F";"Normal";"Manual";"Daniel Traser";328000000
4988;"Bellingham";"WA";"USA";03-OCT-40;"M";"$10K - $30K";"F";"Normal";"Manual";"Sherman Parker";328000000
4989;"Ladner";"BC";"Canada";11-SEP-73;"M";"$30K - $50K";"F";"Silver";"Skilled Manual";"Susan Stovall";38000000
4990;"Pomona";"CA";"USA";25-MAY-17;"S";"$90K - $110K";"M";"Bronze";"Management";"Madge Falsetta";328000000
4991;"Imperial Beach";"CA";"USA";04-OCT-52;"M";"$30K - $50K";"M";"Bronze";"Manual";"Wayne Tucker";328000000
4992;"Altadena";"CA";"USA";21-OCT-20;"S";"$10K - $30K";"M";"Normal";"Manual";"Jody May";328000000
4993;"Berkeley";"CA";"USA";17-AUG-14;"S";"$70K - $90K";"F";"Bronze";"Management";"Rosario Cartwright";328000000
4994;"Berkeley";"CA";"USA";12-JUN-45;"S";"$30K - $50K";"F";"Golden";"Management";"Delores Crenshaw";328000000
4995;"Salem";"OR";"USA";11-MAY-47;"S";"$50K - $70K";"M";"Bronze";"Professional";"Ron Clark";328000000
4996;"Haney";"BC";"Canada";03-NOV-27;"S";"$30K - $50K";"F";"Bronze";"Professional";"Irene Thomas";38000000
4997;"Burlingame";"CA";"USA";09-MAR-75;"M";"$50K - $70K";"M";"Bronze";"Management";"James Justice";328000000
4998;"Port Orchard";"WA";"USA";28-OCT-41;"S";"$50K - $70K";"M";"Bronze";"Professional";"Chris Fitzgerald";328000000
4999;"N. Vancouver";"BC";"Canada";21-APR-10;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Kathryn Clayton";38000000
5000;"W. Linn";"OR";"USA";15-APR-71;"S";"$30K - $50K";"F";"Bronze";"Manual";"Franklin Castillo";328000000
5001;"Santa Monica";"CA";"USA";20-SEP-22;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Edna Rappel";328000000
5002;"Yakima";"WA";"USA";08-MAR-63;"M";"$110K - $130K";"M";"Normal";"Management";"Beverly Alexander";328000000
5003;"Berkeley";"CA";"USA";18-SEP-23;"S";"$30K - $50K";"F";"Bronze";"Manual";"Samuel Kincheloe";328000000
5004;"Arcadia";"CA";"USA";03-DEC-13;"M";"$50K - $70K";"F";"Bronze";"Manual";"Arlene Sinnamon";328000000
5005;"Palo Alto";"CA";"USA";07-AUG-78;"M";"$30K - $50K";"M";"Bronze";"Manual";"Andre Thompson";328000000
5006;"Victoria";"BC";"Canada";19-NOV-54;"S";"$50K - $70K";"M";"Golden";"Management";"Billy Jimenez";38000000
5007;"Newton";"BC";"Canada";22-DEC-51;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Nancy Goldsmith";38000000
5008;"Orizaba";"Veracruz";"Mexico";20-DEC-63;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Donna Murray";126000000
5009;"Beverly Hills";"CA";"USA";24-OCT-31;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Stephen Brewer";328000000
5010;"Beverly Hills";"CA";"USA";06-DEC-63;"S";"$150K +";"F";"Silver";"Professional";"Kali Vigil";328000000
5011;"La Jolla";"CA";"USA";14-OCT-39;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Allisa Rose";328000000
5012;"Metchosin";"BC";"Canada";03-FEB-51;"S";"$50K - $70K";"M";"Bronze";"Professional";"Wayne Thomas";38000000
5013;"Glendale";"CA";"USA";07-JAN-61;"M";"$10K - $30K";"M";"Normal";"Manual";"David Dreskin";328000000
5014;"Newport Beach";"CA";"USA";23-MAY-59;"S";"$30K - $50K";"M";"Golden";"Skilled Manual";"Blanca Almanzor";328000000
5015;"Anacortes";"WA";"USA";24-SEP-72;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Nadine Moon";328000000
5016;"Long Beach";"CA";"USA";15-JUN-25;"M";"$70K - $90K";"M";"Golden";"Professional";"Anne Marks";328000000
5017;"Cliffside";"BC";"Canada";18-AUG-78;"S";"$70K - $90K";"M";"Bronze";"Management";"Diane Schaeffer";38000000
5018;"Woodland Hills";"CA";"USA";14-JAN-24;"M";"$50K - $70K";"M";"Golden";"Clerical";"Claudia Jost";328000000
5019;"Yakima";"WA";"USA";10-DEC-74;"M";"$50K - $70K";"F";"Bronze";"Professional";"Ezra Palmieri";328000000
5020;"Westminster";"BC";"Canada";03-FEB-37;"M";"$50K - $70K";"M";"Silver";"Professional";"Richard Watson";38000000
5021;"San Francisco";"CA";"USA";05-JUN-64;"M";"$70K - $90K";"M";"Bronze";"Professional";"Jared Calcagno";328000000
5022;"Burien";"WA";"USA";25-SEP-14;"S";"$10K - $30K";"M";"Normal";"Manual";"Derwin Sanchez";328000000
5023;"Lakewood";"CA";"USA";25-JUN-43;"S";"$30K - $50K";"F";"Normal";"Management";"Rosemary Brickley";328000000
5024;"Kirkland";"WA";"USA";21-MAR-17;"M";"$50K - $70K";"M";"Bronze";"Professional";"Kathleen Ortega";328000000
5025;"Coronado";"CA";"USA";22-AUG-17;"M";"$110K - $130K";"M";"Silver";"Professional";"Anna Sarber";328000000
5026;"Puyallup";"WA";"USA";11-SEP-42;"S";"$30K - $50K";"M";"Bronze";"Manual";"Robert Sims";328000000
5027;"Langford";"BC";"Canada";16-MAY-50;"M";"$10K - $30K";"M";"Normal";"Manual";"Joseph Steen";38000000
5028;"Berkeley";"CA";"USA";03-MAR-24;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Holly Collier";328000000
5029;"Tixapan";"DF";"Mexico";03-NOV-66;"M";"$70K - $90K";"M";"Bronze";"Professional";"Gail Hall";126000000
5030;"La Jolla";"CA";"USA";27-FEB-38;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"William Mall";328000000
5031;"Burbank";"CA";"USA";26-APR-13;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Margaret Garbiso";328000000
5032;"Issaquah";"WA";"USA";15-AUG-68;"S";"$50K - $70K";"M";"Bronze";"Professional";"Geneva Emmons";328000000
5033;"Vancouver";"BC";"Canada";15-JUN-13;"S";"$70K - $90K";"M";"Bronze";"Professional";"Aaron Haddix";38000000
5034;"Redwood City";"CA";"USA";08-JUL-61;"S";"$30K - $50K";"M";"Bronze";"Manual";"Michael Cereghino";328000000
5035;"Oak Bay";"BC";"Canada";12-JUN-15;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Mary York";38000000
5036;"Langford";"BC";"Canada";10-SEP-26;"S";"$30K - $50K";"M";"Bronze";"Clerical";"Jason Kile";38000000
5037;"Lemon Grove";"CA";"USA";09-OCT-15;"S";"$10K - $30K";"M";"Normal";"Skilled Manual";"Robin Arthur";328000000
5038;"Olympia";"WA";"USA";26-SEP-67;"S";"$10K - $30K";"M";"Normal";"Manual";"Linda Stam";328000000
5039;"Mill Valley";"CA";"USA";08-JUN-70;"M";"$50K - $70K";"F";"Bronze";"Professional";"Evertt Morris";328000000
5040;"Burien";"WA";"USA";27-OCT-77;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"James Goudreau";328000000
5041;"Port Hammond";"BC";"Canada";26-DEC-38;"M";"$50K - $70K";"M";"Bronze";"Management";"Shirley Nichols";38000000
5042;"La Jolla";"CA";"USA";13-SEP-25;"S";"$50K - $70K";"M";"Bronze";"Professional";"Betty Lerner";328000000
5043;"Ballard";"WA";"USA";26-APR-77;"M";"$70K - $90K";"M";"Bronze";"Management";"Alfred Bulman";328000000
5044;"Richmond";"BC";"Canada";10-OCT-13;"M";"$110K - $130K";"F";"Golden";"Management";"Jean Brasselero";38000000
5045;"Santa Cruz";"CA";"USA";19-JUN-29;"M";"$30K - $50K";"F";"Bronze";"Manual";"Kathleen Morales";328000000
5046;"Redwood City";"CA";"USA";02-FEB-21;"S";"$50K - $70K";"F";"Bronze";"Skilled Manual";"Jarod Barlier";328000000
5047;"W. Linn";"OR";"USA";09-MAR-40;"M";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Dave Ciccarelli";328000000
5048;"Kirkland";"WA";"USA";22-APR-57;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Clay Tremblay";328000000
5049;"Concord";"CA";"USA";03-JAN-46;"M";"$70K - $90K";"M";"Bronze";"Management";"Juanita Hanna";328000000
5050;"Puyallup";"WA";"USA";21-OCT-56;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Robin Purcell";328000000
5051;"La Jolla";"CA";"USA";22-MAY-42;"S";"$110K - $130K";"M";"Golden";"Professional";"Vivian Tuttle";328000000
5052;"Richmond";"CA";"USA";09-NOV-69;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"David Gray";328000000
5053;"Orizaba";"Veracruz";"Mexico";17-NOV-32;"M";"$50K - $70K";"M";"Bronze";"Management";"Jerome Clyne";126000000
5054;"Los Angeles";"CA";"USA";04-JUL-46;"M";"$110K - $130K";"F";"Bronze";"Management";"Clayton Kersten";328000000
5055;"Burnaby";"BC";"Canada";10-NOV-11;"S";"$30K - $50K";"M";"Silver";"Manual";"Marlin Leang";38000000
5056;"Issaquah";"WA";"USA";27-NOV-50;"M";"$10K - $30K";"F";"Normal";"Manual";"Laura Oswald";328000000
5057;"San Carlos";"CA";"USA";23-OCT-43;"M";"$30K - $50K";"M";"Silver";"Skilled Manual";"Carrie Anderson";328000000
5058;"San Carlos";"CA";"USA";18-JUL-74;"S";"$30K - $50K";"M";"Bronze";"Manual";"Jackie Sprague";328000000
5059;"Tlaxiaco";"Oaxaca";"Mexico";17-JUN-76;"S";"$50K - $70K";"F";"Bronze";"Professional";"Elizabeth Slankard";126000000
5060;"Lebanon";"OR";"USA";09-JAN-56;"M";"$10K - $30K";"M";"Bronze";"Manual";"Steven Corum";328000000
5061;"Arcadia";"CA";"USA";15-MAY-34;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Jack Basham";328000000
5062;"Lakewood";"CA";"USA";07-NOV-70;"M";"$30K - $50K";"M";"Golden";"Manual";"Kevin James";328000000
5063;"Port Orchard";"WA";"USA";11-AUG-51;"M";"$30K - $50K";"M";"Golden";"Skilled Manual";"James Knerich";328000000
5064;"Redwood City";"CA";"USA";21-MAY-30;"S";"$10K - $30K";"M";"Normal";"Manual";"Carol Ary";328000000
5065;"Acapulco";"Guerrero";"Mexico";26-NOV-51;"S";"$50K - $70K";"F";"Normal";"Professional";"Mary Henry";126000000
5066;"Daly City";"CA";"USA";14-MAY-23;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"James Sorenson";328000000
5067;"Olympia";"WA";"USA";24-NOV-53;"S";"$50K - $70K";"M";"Bronze";"Professional";"Patricia Rose";328000000
5068;"Walla Walla";"WA";"USA";09-FEB-42;"S";"$70K - $90K";"M";"Bronze";"Professional";"Ron Templeton";328000000
5069;"San Andres";"DF";"Mexico";13-SEP-37;"S";"$50K - $70K";"M";"Bronze";"Professional";"Sharone Jones";126000000
5070;"Albany";"OR";"USA";12-APR-65;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Nancy Adams";328000000
5071;"Orizaba";"Veracruz";"Mexico";15-MAY-62;"M";"$30K - $50K";"F";"Bronze";"Manual";"Joseph Block";126000000
5072;"West Covina";"CA";"USA";02-FEB-63;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Leslie Estes";328000000
5073;"Guadalajara";"Jalisco";"Mexico";06-NOV-30;"M";"$50K - $70K";"F";"Bronze";"Professional";"Phyillis Carolin";126000000
5074;"Edmonds";"WA";"USA";25-MAY-23;"S";"$110K - $130K";"M";"Normal";"Professional";"Patricia Joslin";328000000
5075;"Port Hammond";"BC";"Canada";22-DEC-57;"M";"$30K - $50K";"F";"Bronze";"Manual";"Martha Moore";38000000
5076;"Colma";"CA";"USA";11-MAR-69;"S";"$50K - $70K";"F";"Bronze";"Manual";"Rachel Zimmerman";328000000
5077;"Richmond";"BC";"Canada";14-MAR-79;"M";"$30K - $50K";"M";"Bronze";"Professional";"Margot Freeman";38000000
5078;"La Cruz";"Sinaloa";"Mexico";03-JUN-77;"S";"$50K - $70K";"F";"Bronze";"Professional";"Alice Steen";126000000
5079;"Altadena";"CA";"USA";05-OCT-20;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"Angela Evans";328000000
5080;"Seattle";"WA";"USA";23-JUL-43;"M";"$90K - $110K";"F";"Silver";"Professional";"Cody Toms";328000000
5081;"Mexico City";"Mexico";"Mexico";26-SEP-26;"S";"$70K - $90K";"F";"Bronze";"Professional";"Douglas Wood";126000000
5082;"Palo Alto";"CA";"USA";22-FEB-42;"M";"$50K - $70K";"F";"Silver";"Management";"Debbie Young";328000000
5083;"Ladner";"BC";"Canada";01-MAY-34;"M";"$30K - $50K";"F";"Bronze";"Professional";"Marilyn Medina";38000000
5084;"Port Hammond";"BC";"Canada";11-APR-55;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Cathy Sipsy";38000000
5085;"Coronado";"CA";"USA";13-JUL-12;"S";"$10K - $30K";"M";"Normal";"Manual";"Kevin Rivera";328000000
5086;"Burbank";"CA";"USA";05-OCT-32;"S";"$50K - $70K";"F";"Bronze";"Clerical";"Dolores Rodgers";328000000
5087;"Fremont";"CA";"USA";06-AUG-61;"M";"$30K - $50K";"F";"Normal";"Management";"Jan Leopold";328000000
5088;"Albany";"OR";"USA";01-APR-36;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"Roslyn Jasper";328000000
5089;"Langley";"BC";"Canada";02-OCT-35;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Lynette Bundtzen";38000000
5090;"Acapulco";"Guerrero";"Mexico";19-NOV-60;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"John Harrington";126000000
5091;"Imperial Beach";"CA";"USA";24-JUN-68;"M";"$30K - $50K";"M";"Silver";"Skilled Manual";"Joan Burton";328000000
5092;"Olympia";"WA";"USA";10-MAY-42;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Alice Hansen";328000000
5093;"Richmond";"CA";"USA";22-APR-26;"M";"$10K - $30K";"F";"Normal";"Skilled Manual";"Mattie Sievers";328000000
5094;"Santa Cruz";"CA";"USA";08-APR-56;"S";"$130K - $150K";"M";"Bronze";"Professional";"Lainie Cochran";328000000
5095;"West Covina";"CA";"USA";20-AUG-13;"M";"$30K - $50K";"F";"Normal";"Skilled Manual";"Jeanne Whitaker";328000000
5096;"Torrance";"CA";"USA";09-DEC-68;"S";"$70K - $90K";"M";"Bronze";"Management";"James Woolsey";328000000
5097;"Palo Alto";"CA";"USA";20-FEB-26;"S";"$70K - $90K";"M";"Bronze";"Professional";"Bob Worleg";328000000
5098;"Sedro Woolley";"WA";"USA";02-NOV-61;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Joanne Atkinson";328000000
5099;"Camacho";"Zacatecas";"Mexico";06-OCT-15;"M";"$50K - $70K";"F";"Bronze";"Professional";"Julie Beinfest";126000000
5100;"Tlaxiaco";"Oaxaca";"Mexico";23-AUG-10;"M";"$50K - $70K";"M";"Bronze";"Skilled Manual";"William Benzler";126000000
5101;"Redmond";"WA";"USA";07-DEC-11;"S";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Michael Skaggs";328000000
5102;"Merida";"Yucatan";"Mexico";24-NOV-63;"S";"$70K - $90K";"F";"Bronze";"Management";"Vicky Hackett";126000000
5103;"Coronado";"CA";"USA";21-MAY-54;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Bertram Klopfer";328000000
5104;"Spring Valley";"CA";"USA";14-SEP-61;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Fern Ploeger";328000000
5105;"Oregon City";"OR";"USA";13-NOV-22;"S";"$30K - $50K";"M";"Bronze";"Skilled Manual";"Stephanie Borelli";328000000
5106;"Beaverton";"OR";"USA";10-NOV-21;"S";"$10K - $30K";"M";"Normal";"Manual";"Kristina Benigar";328000000
5107;"Glendale";"CA";"USA";13-MAR-61;"M";"$10K - $30K";"M";"Normal";"Skilled Manual";"Vicki-ann Bennett";328000000
5108;"Ladner";"BC";"Canada";23-SEP-67;"M";"$50K - $70K";"F";"Bronze";"Skilled Manual";"Florence Cooke";38000000
5109;"Burien";"WA";"USA";05-MAY-13;"S";"$50K - $70K";"M";"Silver";"Professional";"Karen Demmitt";328000000
5110;"Anacortes";"WA";"USA";15-JAN-75;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Dennis Kingslely";328000000
5111;"Royal Oak";"BC";"Canada";22-FEB-24;"M";"$10K - $30K";"M";"Normal";"Manual";"Christian Lewis";38000000
5112;"Oregon City";"OR";"USA";19-JUN-53;"S";"$30K - $50K";"F";"Bronze";"Manual";"Elsie Baltazor";328000000
5113;"San Gabriel";"CA";"USA";16-NOV-31;"M";"$30K - $50K";"M";"Golden";"Manual";"Geneva Burkhardt";328000000
5114;"Hidalgo";"Zacatecas";"Mexico";07-SEP-40;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Randee Simmons";126000000
5115;"Sedro Woolley";"WA";"USA";08-APR-26;"S";"$50K - $70K";"M";"Silver";"Manual";"Connie Baca";328000000
5116;"Marysville";"WA";"USA";23-OCT-53;"M";"$30K - $50K";"F";"Bronze";"Manual";"Virginia Singer";328000000
5117;"Royal Oak";"BC";"Canada";03-OCT-16;"M";"$50K - $70K";"M";"Bronze";"Professional";"Mary Taylor";38000000
5118;"W. Linn";"OR";"USA";18-JUN-30;"S";"$70K - $90K";"F";"Golden";"Professional";"Delores Vallier";328000000
5119;"Seattle";"WA";"USA";20-JAN-69;"M";"$70K - $90K";"M";"Bronze";"Professional";"Shirley Wiens";328000000
5120;"Bellflower";"CA";"USA";10-FEB-38;"M";"$110K - $130K";"F";"Bronze";"Management";"Charles Pearl";328000000
5121;"Bellingham";"WA";"USA";17-MAR-43;"S";"$30K - $50K";"M";"Bronze";"Clerical";"Gerald Kenney";328000000
5122;"Bellingham";"WA";"USA";28-AUG-62;"S";"$10K - $30K";"M";"Normal";"Manual";"Angela Bauer";328000000
5123;"Lake Oswego";"OR";"USA";11-NOV-76;"S";"$10K - $30K";"F";"Normal";"Skilled Manual";"Chad Osborne";328000000
5124;"Camacho";"Zacatecas";"Mexico";19-FEB-44;"S";"$50K - $70K";"M";"Bronze";"Professional";"Kimberly Starick";126000000
5125;"Olympia";"WA";"USA";25-JUN-22;"S";"$30K - $50K";"F";"Golden";"Manual";"Joyce Stephens";328000000
5126;"Lincoln Acres";"CA";"USA";17-JAN-58;"S";"$50K - $70K";"F";"Bronze";"Professional";"David Gavlick";328000000
5127;"Burien";"WA";"USA";21-SEP-39;"S";"$50K - $70K";"F";"Bronze";"Skilled Manual";"Phil Jeffery";328000000
5128;"Novato";"CA";"USA";15-SEP-30;"S";"$70K - $90K";"M";"Bronze";"Professional";"Craig Rawdon";328000000
5129;"Merida";"Yucatan";"Mexico";10-DEC-40;"S";"$50K - $70K";"F";"Bronze";"Management";"Betty Hensley";126000000
5130;"Milwaukie";"OR";"USA";09-SEP-23;"M";"$130K - $150K";"F";"Bronze";"Professional";"Thai Thomas";328000000
5131;"Lemon Grove";"CA";"USA";07-DEC-41;"S";"$130K - $150K";"F";"Bronze";"Management";"Kathleen Oliver";328000000
5132;"Imperial Beach";"CA";"USA";19-MAR-30;"M";"$10K - $30K";"M";"Normal";"Manual";"Michael Albright";328000000
5133;"Los Angeles";"CA";"USA";24-OCT-25;"M";"$50K - $70K";"F";"Bronze";"Professional";"Albert Asmus";328000000
5134;"Port Orchard";"WA";"USA";19-JUN-13;"S";"$30K - $50K";"F";"Bronze";"Manual";"Mustafa Daly";328000000
5135;"Downey";"CA";"USA";22-JUL-80;"M";"$30K - $50K";"F";"Bronze";"Skilled Manual";"Shelia Gram";328000000
5136;"Langley";"BC";"Canada";09-MAR-11;"M";"$30K - $50K";"M";"Silver";"Manual";"Kirk Yowell";38000000
5137;"Lincoln Acres";"CA";"USA";13-JAN-48;"M";"$130K - $150K";"F";"Golden";"Professional";"Jacqueline Pigman";328000000
5138;"Lincoln Acres";"CA";"USA";05-JUN-41;"S";"$130K - $150K";"M";"Bronze";"Professional";"George Barr";328000000
